"Date","Gender","Type","Ranking","Player","Country","Age","Points","Tournaments"
2019-05-13,"men","singles","62","Ugo Humbert","FRA","20","823","30"
2019-05-13,"men","singles","63","Mackenzie McDonald","USA","24","811","25"
2019-05-13,"men","singles","64","Robin Haase","NED","32","810","29"
2019-05-13,"men","singles","65","Andreas Seppi","ITA","35","785","28"
2019-05-13,"men","singles","66","Leonardo Mayer","ARG","31","780","25"
2019-05-13,"men","singles","67","Lorenzo Sonego","ITA","24","774","28"
2019-05-13,"men","singles","68","Jordan Thompson","AUS","25","757","28"
2019-05-13,"men","singles","69","Filip Krajinovic","SRB","27","738","21"
2019-05-13,"men","singles","70","Ricardas Berankis","LTU","28","734","23"
2019-05-13,"men","singles","71","Nicolas Jarry","CHI","23","724","24"
2019-05-13,"men","singles","72","Joao Sousa","POR","30","717","29"
2019-05-13,"men","singles","73","Juan Ignacio Londero","ARG","25","710","26"
2019-05-13,"men","singles","74","Ernests Gulbis","LAT","30","707","18"
2019-05-13,"men","singles","75","Yoshihito Nishioka","JPN","23","706","22"
2019-05-13,"men","singles","76","Casper Ruud","NOR","20","695","25"
2019-05-13,"men","singles","77","Aljaz Bedene","SLO","29","685","21"
2019-05-13,"men","singles","78","Federico Delbonis","ARG","28","676","25"
2019-05-13,"men","singles","79","Andrey Rublev","RUS","21","676","25"
2019-05-13,"men","singles","80","Denis Kudla","USA","26","671","27"
2019-05-13,"men","singles","81","Marius Copil","ROU","28","667","24"
2019-05-13,"men","singles","82","Peter Gojowczyk","GER","29","665","24"
2019-05-13,"men","singles","83","Daniel Evans","GBR","28","656","21"
2019-05-13,"men","singles","84","Miomir Kecmanovic","SRB","19","655","23"
2019-05-13,"men","singles","85","Bernard Tomic","AUS","26","649","17"
2019-05-13,"men","singles","86","Roberto Carballes Baena","ESP","26","647","32"
2019-05-13,"men","singles","87","Bradley Klahn","USA","28","638","22"
2019-05-13,"men","singles","88","Albert Ramos-Vinolas","ESP","31","635","30"
2019-05-13,"men","singles","89","Prajnesh Gunneswaran","IND","29","629","22"
2019-05-13,"men","singles","90","Malek Jaziri","TUN","35","627","29"
2019-05-13,"men","singles","91","Lloyd Harris","RSA","22","624","28"
2019-05-13,"men","singles","92","Jo-Wilfried Tsonga","FRA","34","623","21"
2019-05-13,"men","singles","93","Tennys Sandgren","USA","27","619","24"
2019-05-13,"men","singles","94","Alexander Bublik","KAZ","21","616","29"
2019-05-13,"men","singles","95","Pablo Andujar","ESP","33","608","21"
2019-05-13,"men","singles","96","Hugo Dellien","BOL","25","602","27"
2019-05-13,"men","singles","97","Ivo Karlovic","CRO","40","599","22"
2019-05-13,"men","singles","98","Guido Andreozzi","ARG","27","597","31"
2019-05-13,"men","singles","99","Jiri Vesely","CZE","25","594","25"
2019-05-13,"men","singles","100","Thomas Fabbiano","ITA","29","592","23"
2019-05-20,"men","singles","1","Novak Djokovic","SRB","31","12,355","17"
2019-05-20,"men","singles","2","Rafael Nadal","ESP","32","7,945","16"
2019-05-20,"men","singles","3","Roger Federer","SUI","37","5,950","17"
2019-05-20,"men","singles","4","Dominic Thiem","AUT","25","4,845","24"
2019-05-20,"men","singles","5","Alexander Zverev","GER","22","4,155","22"
2019-05-20,"men","singles","6","Stefanos Tsitsipas","GRE","20","4,080","28"
2019-05-20,"men","singles","7","Kei Nishikori","JPN","29","3,860","23"
2019-05-20,"men","singles","8","Kevin Anderson","RSA","33","3,745","16"
2019-05-20,"men","singles","9","Juan Martin del Potro","ARG","30","3,235","14"
2019-05-20,"men","singles","10","John Isner","USA","34","2,940","20"
2019-05-20,"men","singles","11","Fabio Fognini","ITA","31","2,830","25"
2019-05-20,"men","singles","12","Karen Khachanov","RUS","22","2,800","25"
2019-05-20,"men","singles","13","Marin Cilic","CRO","30","2,710","19"
2019-05-20,"men","singles","14","Daniil Medvedev","RUS","23","2,625","27"
2019-05-20,"men","singles","15","Borna Coric","CRO","22","2,525","21"
2019-05-20,"men","singles","16","Gael Monfils","FRA","32","1,965","21"
2019-05-20,"men","singles","17","Milos Raonic","CAN","28","1,960","20"
2019-05-20,"men","singles","18","Nikoloz Basilashvili","GEO","27","1,925","27"
2019-05-20,"men","singles","19","Marco Cecchinato","ITA","26","1,840","28"
2019-05-20,"men","singles","20","Diego Schwartzman","ARG","26","1,755","26"
2019-05-20,"men","singles","21","Roberto Bautista Agut","ESP","31","1,690","22"
2019-05-20,"men","singles","22","Guido Pella","ARG","29","1,480","28"
2019-05-20,"men","singles","23","Denis Shapovalov","CAN","20","1,425","27"
2019-05-20,"men","singles","24","Alex de Minaur","AUS","20","1,410","24"
2019-05-20,"men","singles","25","Lucas Pouille","FRA","25","1,385","22"
2019-05-20,"men","singles","26","Fernando Verdasco","ESP","35","1,370","27"
2019-05-20,"men","singles","27","Stan Wawrinka","SUI","34","1,365","22"
2019-05-20,"men","singles","28","Felix Auger-Aliassime","CAN","18","1,344","28"
2019-05-20,"men","singles","29","Gilles Simon","FRA","34","1,340","28"
2019-05-20,"men","singles","30","David Goffin","BEL","28","1,325","24"
2019-05-20,"men","singles","31","Kyle Edmund","GBR","24","1,325","24"
2019-05-20,"men","singles","32","Matteo Berrettini","ITA","23","1,320","27"
2019-05-20,"men","singles","33","Dusan Lajovic","SRB","28","1,316","25"
2019-05-20,"men","singles","34","Laslo Djere","SRB","23","1,314","27"
2019-05-20,"men","singles","35","Frances Tiafoe","USA","21","1,230","25"
2019-05-20,"men","singles","36","Nick Kyrgios","AUS","24","1,225","22"
2019-05-20,"men","singles","37","Cristian Garin","CHI","22","1,201","20"
2019-05-20,"men","singles","38","Marton Fucsovics","HUN","27","1,170","29"
2019-05-20,"men","singles","39","Richard Gasquet","FRA","32","1,105","17"
2019-05-20,"men","singles","40","Jeremy Chardy","FRA","32","1,065","28"
2019-05-20,"men","singles","41","Cameron Norrie","GBR","23","1,055","25"
2019-05-20,"men","singles","42","Pierre-Hugues Herbert","FRA","28","1,053","25"
2019-05-20,"men","singles","43","Hubert Hurkacz","POL","22","1,040","24"
2019-05-20,"men","singles","44","Jan-Lennard Struff","GER","29","1,035","25"
2019-05-20,"men","singles","45","Radu Albot","MDA","29","1,031","29"
2019-05-20,"men","singles","46","Taylor Fritz","USA","21","1,010","29"
2019-05-20,"men","singles","47","Grigor Dimitrov","BUL","28","985","18"
2019-05-20,"men","singles","48","Mikhail Kukushkin","KAZ","31","980","25"
2019-05-20,"men","singles","49","Adrian Mannarino","FRA","30","976","32"
2019-05-20,"men","singles","50","Pablo Cuevas","URU","33","963","25"
2019-05-20,"men","singles","51","Benoit Paire","FRA","30","938","33"
2019-05-20,"men","singles","52","Jaume Munar","ESP","22","900","26"
2019-05-20,"men","singles","53","Philipp Kohlschreiber","GER","35","895","25"
2019-05-20,"men","singles","54","Martin Klizan","SVK","29","883","22"
2019-05-20,"men","singles","55","John Millman","AUS","29","875","26"
2019-05-20,"men","singles","56","Pablo Carreno Busta","ESP","27","860","19"
2019-05-20,"men","singles","57","Damir Dzumhur","BIH","26","856","26"
2019-05-20,"men","singles","58","Reilly Opelka","USA","21","853","21"
2019-05-20,"men","singles","59","Steve Johnson","USA","29","850","25"
2019-05-20,"men","singles","60","Filip Krajinovic","SRB","27","838","21"
2019-05-20,"men","singles","61","Ugo Humbert","FRA","20","823","29"
2019-05-20,"men","singles","62","Sam Querrey","USA","31","815","20"
2019-05-20,"men","singles","63","Casper Ruud","NOR","20","810","25"
2019-05-20,"men","singles","64","Matthew Ebden","AUS","31","806","24"
2019-05-20,"men","singles","65","Mackenzie McDonald","USA","24","796","24"
2019-05-20,"men","singles","66","Andreas Seppi","ITA","35","795","28"
2019-05-20,"men","singles","67","Robin Haase","NED","32","781","28"
2019-05-20,"men","singles","68","Leonardo Mayer","ARG","32","770","24"
2019-05-20,"men","singles","69","Jordan Thompson","AUS","25","757","28"
2019-05-20,"men","singles","70","Joao Sousa","POR","30","746","29"
2019-05-20,"men","singles","71","Yoshihito Nishioka","JPN","23","741","22"
2019-05-20,"men","singles","72","Ricardas Berankis","LTU","28","734","23"
2019-05-20,"men","singles","73","Lorenzo Sonego","ITA","24","729","28"
2019-05-20,"men","singles","74","Roberto Carballes Baena","ESP","26","707","33"
2019-05-20,"men","singles","75","Nicolas Jarry","CHI","23","705","24"
2019-05-20,"men","singles","76","Andrey Rublev","RUS","21","696","24"
2019-05-20,"men","singles","77","Daniel Evans","GBR","28","691","22"
2019-05-20,"men","singles","78","Juan Ignacio Londero","ARG","25","685","25"
2019-05-20,"men","singles","79","Denis Kudla","USA","26","671","26"
2019-05-20,"men","singles","80","Ernests Gulbis","LAT","30","667","17"
2019-05-20,"men","singles","81","Marius Copil","ROU","28","667","24"
2019-05-20,"men","singles","82","Bernard Tomic","AUS","26","665","18"
2019-05-20,"men","singles","83","Miomir Kecmanovic","SRB","19","656","23"
2019-05-20,"men","singles","84","Federico Delbonis","ARG","28","641","24"
2019-05-20,"men","singles","85","Jo-Wilfried Tsonga","FRA","34","633","21"
2019-05-20,"men","singles","86","Prajnesh Gunneswaran","IND","29","629","22"
2019-05-20,"men","singles","87","Tennys Sandgren","USA","27","619","25"
2019-05-20,"men","singles","88","Bradley Klahn","USA","28","618","21"
2019-05-20,"men","singles","89","Lloyd Harris","RSA","22","617","27"
2019-05-20,"men","singles","90","Alexander Bublik","KAZ","21","616","29"
2019-05-20,"men","singles","91","Albert Ramos-Vinolas","ESP","31","615","30"
2019-05-20,"men","singles","92","Hugo Dellien","BOL","25","613","28"
2019-05-20,"men","singles","93","Pablo Andujar","ESP","33","608","21"
2019-05-20,"men","singles","94","Malek Jaziri","TUN","35","602","28"
2019-05-20,"men","singles","95","Ivo Karlovic","CRO","40","599","22"
2019-05-20,"men","singles","96","Peter Gojowczyk","GER","29","595","23"
2019-05-20,"men","singles","97","Aljaz Bedene","SLO","29","595","20"
2019-05-20,"men","singles","98","Thomas Fabbiano","ITA","29","592","23"
2019-05-20,"men","singles","99","Denis Istomin","UZB","32","583","28"
2019-05-20,"men","singles","100","Tomas Berdych","CZE","33","575","14"
2019-05-27,"men","singles","1","Novak Djokovic","SRB","32","12,355","17"
2019-05-27,"men","singles","2","Rafael Nadal","ESP","32","7,945","16"
2019-05-27,"men","singles","3","Roger Federer","SUI","37","5,950","17"
2019-05-27,"men","singles","4","Dominic Thiem","AUT","25","4,685","23"
2019-05-27,"men","singles","5","Alexander Zverev","GER","22","4,360","23"
2019-05-27,"men","singles","6","Stefanos Tsitsipas","GRE","20","4,080","28"
2019-05-27,"men","singles","7","Kei Nishikori","JPN","29","3,860","23"
2019-05-27,"men","singles","8","Kevin Anderson","RSA","33","3,745","16"
2019-05-27,"men","singles","9","Juan Martin del Potro","ARG","30","3,235","14"
2019-05-27,"men","singles","10","John Isner","USA","34","2,895","19"
2019-05-27,"men","singles","11","Karen Khachanov","RUS","23","2,800","25"
2019-05-27,"men","singles","12","Fabio Fognini","ITA","32","2,785","24"
2019-05-27,"men","singles","13","Marin Cilic","CRO","30","2,710","19"
2019-05-27,"men","singles","14","Daniil Medvedev","RUS","23","2,625","27"
2019-05-27,"men","singles","15","Borna Coric","CRO","22","2,525","21"
2019-05-27,"men","singles","16","Nikoloz Basilashvili","GEO","27","1,970","28"
2019-05-27,"men","singles","17","Gael Monfils","FRA","32","1,965","20"
2019-05-27,"men","singles","18","Milos Raonic","CAN","28","1,960","20"
2019-05-27,"men","singles","19","Marco Cecchinato","ITA","26","1,840","27"
2019-05-27,"men","singles","20","Diego Schwartzman","ARG","26","1,755","26"
2019-05-27,"men","singles","21","Roberto Bautista Agut","ESP","31","1,690","23"
2019-05-27,"men","singles","22","Felix Auger-Aliassime","CAN","18","1,482","29"
2019-05-27,"men","singles","23","Guido Pella","ARG","29","1,460","27"
2019-05-27,"men","singles","24","Denis Shapovalov","CAN","20","1,425","28"
2019-05-27,"men","singles","25","Alex de Minaur","AUS","20","1,410","24"
2019-05-27,"men","singles","26","Lucas Pouille","FRA","25","1,385","22"
2019-05-27,"men","singles","27","Fernando Verdasco","ESP","35","1,370","27"
2019-05-27,"men","singles","28","Stan Wawrinka","SUI","34","1,365","22"
2019-05-27,"men","singles","29","David Goffin","BEL","28","1,325","24"
2019-05-27,"men","singles","30","Kyle Edmund","GBR","24","1,325","24"
2019-05-27,"men","singles","31","Matteo Berrettini","ITA","23","1,320","27"
2019-05-27,"men","singles","32","Laslo Djere","SRB","23","1,314","26"
2019-05-27,"men","singles","33","Gilles Simon","FRA","34","1,235","27"
2019-05-27,"men","singles","34","Frances Tiafoe","USA","21","1,230","24"
2019-05-27,"men","singles","35","Dusan Lajovic","SRB","28","1,226","25"
2019-05-27,"men","singles","36","Nick Kyrgios","AUS","24","1,225","22"
2019-05-27,"men","singles","37","Cristian Garin","CHI","22","1,201","21"
2019-05-27,"men","singles","38","Benoit Paire","FRA","30","1,168","34"
2019-05-27,"men","singles","39","Richard Gasquet","FRA","32","1,125","18"
2019-05-27,"men","singles","40","Radu Albot","MDA","29","1,101","29"
2019-05-27,"men","singles","41","Jeremy Chardy","FRA","32","1,065","29"
2019-05-27,"men","singles","42","Taylor Fritz","USA","21","1,055","29"
2019-05-27,"men","singles","43","Pierre-Hugues Herbert","FRA","28","1,053","26"
2019-05-27,"men","singles","44","Hubert Hurkacz","POL","22","1,040","25"
2019-05-27,"men","singles","45","Jan-Lennard Struff","GER","29","1,035","25"
2019-05-27,"men","singles","46","Grigor Dimitrov","BUL","28","997","19"
2019-05-27,"men","singles","47","Pablo Cuevas","URU","33","983","26"
2019-05-27,"men","singles","48","Adrian Mannarino","FRA","30","976","32"
2019-05-27,"men","singles","49","Cameron Norrie","GBR","23","975","25"
2019-05-27,"men","singles","50","Marton Fucsovics","HUN","27","965","29"
2019-05-27,"men","singles","51","Mikhail Kukushkin","KAZ","31","955","24"
2019-05-27,"men","singles","52","Damir Dzumhur","BIH","27","913","27"
2019-05-27,"men","singles","53","Jaume Munar","ESP","22","900","26"
2019-05-27,"men","singles","54","Philipp Kohlschreiber","GER","35","895","25"
2019-05-27,"men","singles","55","Martin Klizan","SVK","29","883","22"
2019-05-27,"men","singles","56","John Millman","AUS","29","875","27"
2019-05-27,"men","singles","57","Pablo Carreno Busta","ESP","27","860","19"
2019-05-27,"men","singles","58","Nicolas Jarry","CHI","23","855","25"
2019-05-27,"men","singles","59","Reilly Opelka","USA","21","853","22"
2019-05-27,"men","singles","60","Filip Krajinovic","SRB","27","838","21"
2019-05-27,"men","singles","61","Ugo Humbert","FRA","20","827","30"
2019-05-27,"men","singles","62","Sam Querrey","USA","31","815","19"
2019-05-27,"men","singles","63","Casper Ruud","NOR","20","810","25"
2019-05-27,"men","singles","64","Matthew Ebden","AUS","31","806","24"
2019-05-27,"men","singles","65","Steve Johnson","USA","29","805","25"
2019-05-27,"men","singles","66","Mackenzie McDonald","USA","24","796","25"
2019-05-27,"men","singles","67","Robin Haase","NED","32","781","28"
2019-05-27,"men","singles","68","Leonardo Mayer","ARG","32","770","25"
2019-05-27,"men","singles","69","Jordan Thompson","AUS","25","757","29"
2019-05-27,"men","singles","70","Joao Sousa","POR","30","750","29"
2019-05-27,"men","singles","71","Andreas Seppi","ITA","35","750","28"
2019-05-27,"men","singles","72","Yoshihito Nishioka","JPN","23","741","23"
2019-05-27,"men","singles","73","Ricardas Berankis","LTU","28","734","23"
2019-05-27,"men","singles","74","Lorenzo Sonego","ITA","24","732","29"
2019-05-27,"men","singles","75","Federico Delbonis","ARG","28","731","24"
2019-05-27,"men","singles","76","Roberto Carballes Baena","ESP","26","707","32"
2019-05-27,"men","singles","77","Andrey Rublev","RUS","21","696","24"
2019-05-27,"men","singles","78","Juan Ignacio Londero","ARG","25","695","26"
2019-05-27,"men","singles","79","Ernests Gulbis","LAT","30","687","18"
2019-05-27,"men","singles","80","Daniel Evans","GBR","29","678","21"
2019-05-27,"men","singles","81","Denis Kudla","USA","26","675","27"
2019-05-27,"men","singles","82","Jo-Wilfried Tsonga","FRA","34","670","22"
2019-05-27,"men","singles","83","Marius Copil","ROU","28","667","23"
2019-05-27,"men","singles","84","Bernard Tomic","AUS","26","665","19"
2019-05-27,"men","singles","85","Miomir Kecmanovic","SRB","19","656","24"
2019-05-27,"men","singles","86","Hugo Dellien","BOL","25","651","29"
2019-05-27,"men","singles","87","Albert Ramos-Vinolas","ESP","31","640","30"
2019-05-27,"men","singles","88","Prajnesh Gunneswaran","IND","29","629","22"
2019-05-27,"men","singles","89","Bradley Klahn","USA","28","618","21"
2019-05-27,"men","singles","90","Lloyd Harris","RSA","22","617","28"
2019-05-27,"men","singles","91","Alexander Bublik","KAZ","21","616","29"
2019-05-27,"men","singles","92","Malek Jaziri","TUN","35","602","28"
2019-05-27,"men","singles","93","Pablo Andujar","ESP","33","602","21"
2019-05-27,"men","singles","94","Ivo Karlovic","CRO","40","599","21"
2019-05-27,"men","singles","95","Aljaz Bedene","SLO","29","595","20"
2019-05-27,"men","singles","96","Thomas Fabbiano","ITA","30","592","24"
2019-05-27,"men","singles","97","Denis Istomin","UZB","32","583","27"
2019-05-27,"men","singles","98","Tomas Berdych","CZE","33","575","14"
2019-05-27,"men","singles","99","Paolo Lorenzi","ITA","37","575","35"
2019-05-27,"men","singles","100","Tennys Sandgren","USA","27","574","24"
2019-06-10,"men","singles","1","Novak Djokovic","SRB","32","12,715","17"
2019-06-10,"men","singles","2","Rafael Nadal","ESP","33","7,945","16"
2019-06-10,"men","singles","3","Roger Federer","SUI","37","6,670","17"
2019-06-10,"men","singles","4","Dominic Thiem","AUT","25","4,685","23"
2019-06-10,"men","singles","5","Alexander Zverev","GER","22","4,360","23"
2019-06-10,"men","singles","6","Stefanos Tsitsipas","GRE","20","4,215","28"
2019-06-10,"men","singles","7","Kei Nishikori","JPN","29","4,040","23"
2019-06-10,"men","singles","8","Kevin Anderson","RSA","33","3,565","16"
2019-06-10,"men","singles","9","Karen Khachanov","RUS","23","2,980","25"
2019-06-10,"men","singles","10","Fabio Fognini","ITA","32","2,785","24"
2019-06-10,"men","singles","11","John Isner","USA","34","2,715","19"
2019-06-10,"men","singles","12","Juan Martin del Potro","ARG","30","2,695","14"
2019-06-10,"men","singles","13","Daniil Medvedev","RUS","23","2,625","27"
2019-06-10,"men","singles","14","Borna Coric","CRO","22","2,525","21"
2019-06-10,"men","singles","15","Marin Cilic","CRO","30","2,395","19"
2019-06-10,"men","singles","16","Gael Monfils","FRA","32","2,055","20"
2019-06-10,"men","singles","17","Nikoloz Basilashvili","GEO","27","1,970","28"
2019-06-10,"men","singles","18","Milos Raonic","CAN","28","1,960","20"
2019-06-10,"men","singles","19","Stan Wawrinka","SUI","34","1,715","22"
2019-06-10,"men","singles","20","Roberto Bautista Agut","ESP","31","1,690","23"
2019-06-10,"men","singles","21","Felix Auger-Aliassime","CAN","18","1,462","29"
2019-06-10,"men","singles","22","Guido Pella","ARG","29","1,455","26"
2019-06-10,"men","singles","23","Diego Schwartzman","ARG","26","1,440","26"
2019-06-10,"men","singles","24","Alex de Minaur","AUS","20","1,410","23"
2019-06-10,"men","singles","25","Denis Shapovalov","CAN","20","1,390","28"
2019-06-10,"men","singles","26","Lucas Pouille","FRA","25","1,340","22"
2019-06-10,"men","singles","27","Laslo Djere","SRB","24","1,329","25"
2019-06-10,"men","singles","28","Benoit Paire","FRA","30","1,303","34"
2019-06-10,"men","singles","29","Kyle Edmund","GBR","24","1,280","24"
2019-06-10,"men","singles","30","Matteo Berrettini","ITA","23","1,275","27"
2019-06-10,"men","singles","31","Dusan Lajovic","SRB","28","1,271","25"
2019-06-10,"men","singles","32","Cristian Garin","CHI","23","1,240","22"
2019-06-10,"men","singles","33","David Goffin","BEL","28","1,235","24"
2019-06-10,"men","singles","34","Fernando Verdasco","ESP","35","1,235","27"
2019-06-10,"men","singles","35","Frances Tiafoe","USA","21","1,230","24"
2019-06-10,"men","singles","36","Nick Kyrgios","AUS","24","1,225","22"
2019-06-10,"men","singles","37","Gilles Simon","FRA","34","1,190","27"
2019-06-10,"men","singles","38","Jan-Lennard Struff","GER","29","1,170","25"
2019-06-10,"men","singles","39","Marco Cecchinato","ITA","26","1,130","27"
2019-06-10,"men","singles","40","Radu Albot","MDA","29","1,101","28"
2019-06-10,"men","singles","41","Taylor Fritz","USA","21","1,090","28"
2019-06-10,"men","singles","42","Richard Gasquet","FRA","32","1,080","18"
2019-06-10,"men","singles","43","Pablo Cuevas","URU","33","1,028","25"
2019-06-10,"men","singles","44","Adrian Mannarino","FRA","30","1,011","32"
2019-06-10,"men","singles","45","Pierre-Hugues Herbert","FRA","28","1,008","26"
2019-06-10,"men","singles","46","Grigor Dimitrov","BUL","28","997","19"
2019-06-10,"men","singles","47","Mikhail Kukushkin","KAZ","31","955","23"
2019-06-10,"men","singles","48","Leonardo Mayer","ARG","32","940","25"
2019-06-10,"men","singles","49","Jeremy Chardy","FRA","32","940","28"
2019-06-10,"men","singles","50","Cameron Norrie","GBR","23","940","25"
2019-06-10,"men","singles","51","Philipp Kohlschreiber","GER","35","930","25"
2019-06-10,"men","singles","52","Marton Fucsovics","HUN","27","930","29"
2019-06-10,"men","singles","53","Filip Krajinovic","SRB","27","928","21"
2019-06-10,"men","singles","54","Hubert Hurkacz","POL","22","923","25"
2019-06-10,"men","singles","55","Martin Klizan","SVK","29","895","21"
2019-06-10,"men","singles","56","John Millman","AUS","29","875","27"
2019-06-10,"men","singles","57","Pablo Carreno Busta","ESP","27","860","19"
2019-06-10,"men","singles","58","Juan Ignacio Londero","ARG","25","859","26"
2019-06-10,"men","singles","59","Casper Ruud","NOR","20","858","26"
2019-06-10,"men","singles","60","Nicolas Jarry","CHI","23","855","25"
2019-06-10,"men","singles","61","Reilly Opelka","USA","21","855","22"
2019-06-10,"men","singles","62","Jordan Thompson","AUS","25","837","28"
2019-06-10,"men","singles","63","Damir Dzumhur","BIH","27","833","27"
2019-06-10,"men","singles","64","Ugo Humbert","FRA","20","817","32"
2019-06-10,"men","singles","65","Mackenzie McDonald","USA","24","796","25"
2019-06-10,"men","singles","66","Matthew Ebden","AUS","31","786","24"
2019-06-10,"men","singles","67","Robin Haase","NED","32","781","28"
2019-06-10,"men","singles","68","Yoshihito Nishioka","JPN","23","776","23"
2019-06-10,"men","singles","69","Sam Querrey","USA","31","770","19"
2019-06-10,"men","singles","70","Daniel Evans","GBR","29","768","22"
2019-06-10,"men","singles","71","Joao Sousa","POR","30","750","29"
2019-06-10,"men","singles","72","Andreas Seppi","ITA","35","750","28"
2019-06-10,"men","singles","73","Roberto Carballes Baena","ESP","26","742","32"
2019-06-10,"men","singles","74","Jaume Munar","ESP","22","735","25"
2019-06-10,"men","singles","75","Ricardas Berankis","LTU","28","734","23"
2019-06-10,"men","singles","76","Lorenzo Sonego","ITA","24","732","28"
2019-06-10,"men","singles","77","Federico Delbonis","ARG","28","731","24"
2019-06-10,"men","singles","78","Steve Johnson","USA","29","725","25"
2019-06-10,"men","singles","79","Jo-Wilfried Tsonga","FRA","34","715","22"
2019-06-10,"men","singles","80","Marius Copil","ROU","28","712","24"
2019-06-10,"men","singles","81","Andrey Rublev","RUS","21","706","23"
2019-06-10,"men","singles","82","Pablo Andujar","ESP","33","702","22"
2019-06-10,"men","singles","83","Miomir Kecmanovic","SRB","19","684","22"
2019-06-10,"men","singles","84","Denis Kudla","USA","26","675","27"
2019-06-10,"men","singles","85","Alexander Bublik","KAZ","21","661","29"
2019-06-10,"men","singles","86","Ivo Karlovic","CRO","40","659","22"
2019-06-10,"men","singles","87","Lloyd Harris","RSA","22","652","29"
2019-06-10,"men","singles","88","Bernard Tomic","AUS","26","650","20"
2019-06-10,"men","singles","89","Bradley Klahn","USA","28","628","22"
2019-06-10,"men","singles","90","Ernests Gulbis","LAT","30","627","17"
2019-06-10,"men","singles","91","Prajnesh Gunneswaran","IND","29","623","21"
2019-06-10,"men","singles","92","Tennys Sandgren","USA","27","599","24"
2019-06-10,"men","singles","93","Aljaz Bedene","SLO","29","595","20"
2019-06-10,"men","singles","94","Henri Laaksonen","SUI","27","593","27"
2019-06-10,"men","singles","95","Hugo Dellien","BOL","25","593","27"
2019-06-10,"men","singles","96","Denis Istomin","UZB","32","580","27"
2019-06-10,"men","singles","97","Paolo Lorenzi","ITA","37","572","35"
2019-06-10,"men","singles","98","Malek Jaziri","TUN","35","567","29"
2019-06-10,"men","singles","99","Yannick Maden","GER","29","567","27"
2019-06-10,"men","singles","100","Tomas Berdych","CZE","33","565","14"
2019-06-17,"men","singles","1","Novak Djokovic","SRB","32","12,715","17"
2019-06-17,"men","singles","2","Rafael Nadal","ESP","33","7,945","16"
2019-06-17,"men","singles","3","Roger Federer","SUI","37","6,420","16"
2019-06-17,"men","singles","4","Dominic Thiem","AUT","25","4,685","23"
2019-06-17,"men","singles","5","Alexander Zverev","GER","22","4,360","24"
2019-06-17,"men","singles","6","Stefanos Tsitsipas","GRE","20","4,215","28"
2019-06-17,"men","singles","7","Kei Nishikori","JPN","29","4,040","23"
2019-06-17,"men","singles","8","Kevin Anderson","RSA","33","3,565","16"
2019-06-17,"men","singles","9","Karen Khachanov","RUS","23","2,980","26"
2019-06-17,"men","singles","10","Fabio Fognini","ITA","32","2,785","24"
2019-06-17,"men","singles","11","John Isner","USA","34","2,715","19"
2019-06-17,"men","singles","12","Juan Martin del Potro","ARG","30","2,695","14"
2019-06-17,"men","singles","13","Daniil Medvedev","RUS","23","2,625","27"
2019-06-17,"men","singles","14","Borna Coric","CRO","22","2,615","22"
2019-06-17,"men","singles","15","Marin Cilic","CRO","30","2,395","19"
2019-06-17,"men","singles","16","Gael Monfils","FRA","32","2,055","21"
2019-06-17,"men","singles","17","Nikoloz Basilashvili","GEO","27","1,970","28"
2019-06-17,"men","singles","18","Milos Raonic","CAN","28","1,900","20"
2019-06-17,"men","singles","19","Stan Wawrinka","SUI","34","1,715","22"
2019-06-17,"men","singles","20","Roberto Bautista Agut","ESP","31","1,690","23"
2019-06-17,"men","singles","21","Felix Auger-Aliassime","CAN","18","1,522","29"
2019-06-17,"men","singles","22","Matteo Berrettini","ITA","23","1,505","28"
2019-06-17,"men","singles","23","Diego Schwartzman","ARG","26","1,440","26"
2019-06-17,"men","singles","24","Guido Pella","ARG","29","1,430","25"
2019-06-17,"men","singles","25","Denis Shapovalov","CAN","20","1,390","28"
2019-06-17,"men","singles","26","Alex de Minaur","AUS","20","1,330","23"
2019-06-17,"men","singles","27","Laslo Djere","SRB","24","1,329","24"
2019-06-17,"men","singles","28","Benoit Paire","FRA","30","1,303","33"
2019-06-17,"men","singles","29","Lucas Pouille","FRA","25","1,295","22"
2019-06-17,"men","singles","30","Kyle Edmund","GBR","24","1,280","24"
2019-06-17,"men","singles","31","Dusan Lajovic","SRB","28","1,271","25"
2019-06-17,"men","singles","32","Cristian Garin","CHI","23","1,268","22"
2019-06-17,"men","singles","33","David Goffin","BEL","28","1,255","25"
2019-06-17,"men","singles","34","Adrian Mannarino","FRA","30","1,241","32"
2019-06-17,"men","singles","35","Jan-Lennard Struff","GER","29","1,240","25"
2019-06-17,"men","singles","36","Frances Tiafoe","USA","21","1,230","25"
2019-06-17,"men","singles","37","Fernando Verdasco","ESP","35","1,210","27"
2019-06-17,"men","singles","38","Gilles Simon","FRA","34","1,190","27"
2019-06-17,"men","singles","39","Nick Kyrgios","AUS","24","1,180","22"
2019-06-17,"men","singles","40","Marco Cecchinato","ITA","26","1,130","27"
2019-06-17,"men","singles","41","Radu Albot","MDA","29","1,101","28"
2019-06-17,"men","singles","42","Taylor Fritz","USA","21","1,090","28"
2019-06-17,"men","singles","43","Pierre-Hugues Herbert","FRA","28","1,008","27"
2019-06-17,"men","singles","44","Pablo Cuevas","URU","33","1,003","24"
2019-06-17,"men","singles","45","Grigor Dimitrov","BUL","28","997","19"
